V1,V2,V3,V4
2203.1667,-0.0064,2854.0,619.5527
2213.2889,-0.0135,2845.0,640.7609
2208.9,-0.0164,2834.0,627.2173
2210.8556,0.0039,2862.0,626.7445
2205.2555,0.0108,2877.0,620.0009
2208.9778,-0.0007,2837.0,606.9809
2162.1333,-0.005,2831.0,621.8764
2203.1667,-0.0137,2858.0,626.9282
2208.9,0.0191,2831.0,615.8764
2162.1333,0.0089,2815.0,622.4209
2211.4,-0.0123,2831.0,619.3336
2205.2555,0.004,2854.0,617.1791
2223.0444,-0.0075,2858.0,618.2573
2223.0444,0.0073,2870.0,639.8009
2206.4,0.0065,2879.0,629.5382
2212.3,0.0099,2828.0,625.4264
2223.0444,0.0105,2871.0,630.7955
2223.0444,0.0196,2828.0,617.6791
2210.8556,0.0092,2880.0,622.0664
2206.4,0.0123,2871.0,628.8655
2223.0444,0.0064,2845.0,633.76
2206.4,0.0007,2823.0,621.0336
2207.9555,0.009,2888.0,633.5745
2183.5889,-0.0071,2874.0,615.1636
2228.4778,0.0019,2815.0,626.5918
2212.3,0.005,2877.0,624.7473
2223.0444,0.0067,2877.0,629.0127
2212.3,-0.0073,2878.0,637.5445
2223.0444,0.0015,2880.0,625.2818
2223.0444,-0.0034,2835.0,620.1955
2207.9555,0.0043,2877.0,623.1273
2207.9555,0.0141,2867.0,625.9391
2212.3,-0.0032,2877.0,621.3927
2209.6667,0.009,2828.0,617.4955
2206.4,0.0005,2871.0,632.5664
2231.0555,0.0048,2888.0,633.9309
2209.6667,0.017,2826.0,613.3409
2206.4,0.0022,2877.0,621.0782
2212.3,0.0,2854.0,618.7664
2231.0555,0.0075,2878.0,639.9518
2231.0555,0.017,2828.0,612.7745
2207.9555,0.0012,2888.0,625.4127
2207.9555,0.0128,2888.0,631.8055
2223.0444,0.0055,2855.0,629.5309
2167.0889,0.0094,2875.0,627.6455
2211.4,-0.007,2854.0,611.75
2206.4,0.0001,2823.0,621.8773
2231.0555,0.0011,2860.0,623.5491
2231.0555,-0.0007,2838.0,621.6509
2231.0555,-0.0141,2835.0,619.3
2209.4667,-0.0039,2823.0,620.8
2207.9555,0.0101,2871.0,631.6264
2206.9667,0.0002,2826.0,612.6927
2209.6667,-0.002,2827.0,615.0727
2209.4667,-0.0015,2858.0,623.9545
2212.3,0.0073,2878.0,634.0127
2209.4667,-0.0216,2859.0,623.2873
2209.6667,-0.0004,2828.0,621.4045
2223.0444,0.0015,2879.0,629.6236
2206.4,0.0293,2878.0,630.4555
2206.4,0.0073,2831.0,619.2464
2207.9555,-0.0043,2889.0,625.4718
2206.9667,0.0085,2860.0,622.3745
2218.7333,0.0142,2867.0,621.8627
2216.8333,-0.0216,2888.0,627.3545
2207.1444,-0.0014,2889.0,632.2891
2206.4,0.0063,2836.0,622.4309
2231.0555,-0.0058,2877.0,623.8545
2200.2111,0.0046,2876.0,627.8827
2192.1889,-0.0063,2859.0,623.3645
2217.0,-0.001,2883.0,636.9027
2210.7333,-0.011,2873.0,643.4145
2217.0,-0.0164,2876.0,632.7845
2217.0,-0.0152,2869.0,635.9918
2196.1111,0.0058,2828.0,622.3555
2200.2111,-0.0109,2867.0,624.9882
2217.5778,-0.0046,2860.0,616.2636
2215.8111,0.0027,2888.0,626.8809
2192.1889,0.0023,2859.0,625.6436
2216.8333,0.0016,2883.0,629.6345
2192.1889,0.0048,2828.0,612.7873
2172.8111,-0.0058,2835.0,621.9682
2192.1889,-0.0006,2876.0,633.5555
2210.7333,-0.0032,2883.0,630.9482
2192.1889,-0.005,2882.0,628.2445
2200.2111,0.0095,2871.0,634.8427
2217.5778,-0.0037,2829.0,617.8027
2215.8111,-0.001,2828.0,616.0536
2200.2111,0.0053,2873.0,630.9555
2217.0,-0.0057,2854.0,626.1264
2200.2111,-0.0017,2888.0,630.7845
2215.8111,-0.0113,2867.0,628.0355
2217.0,-0.0108,2869.0,640.21
2195.9778,0.0176,2882.0,632.8018
2195.9778,-0.0202,2860.0,617.3664
2211.0667,-0.0025,2867.0,625.0255
2150.0556,-0.0182,2820.0,620.7191
2217.0,-0.0062,2873.0,635.57
2150.0556,-0.0228,2889.0,631.9745
2200.2111,-0.0001,2888.0,631.0236
2195.9778,-0.028,2876.0,634.8491
2162.5556,-0.006,2803.0,615.6482
2205.5,-0.0022,2873.0,638.6982
2211.0667,-0.0349,2873.0,641.5455
2150.0556,-0.0189,2882.0,631.1045
2180.8889,-0.0209,2879.0,630.3782
2187.9889,-0.0121,2882.0,638.5545
2180.8889,-0.0137,2888.0,631.22
2205.5,-0.0036,2820.0,609.4109
2195.9778,-0.0137,2889.0,626.6846
2192.1889,-0.0125,2873.0,628.8327
2205.5,-0.0103,2876.0,636.9709
2205.5,-0.0142,2869.0,637.8036
2162.5556,0.0064,2803.0,620.6291
2150.0556,-0.0173,2873.0,633.2027
2217.0,0.002,2888.0,627.4809
2215.8111,-0.0006,2871.0,619.2064
2195.9778,-0.0179,2877.0,626.6209
2205.5,-0.0077,2869.0,632.0964
2192.1889,-0.0039,2820.0,618.2173
2180.8889,0.007,2876.0,630.7445
2195.9778,-0.0065,2820.0,624.2864
2216.8333,0.0102,2829.0,620.4827
2187.9889,0.0107,2803.0,619.9127
2209.4667,-0.0057,2816.0,611.9545
2162.5556,0.0017,2861.0,618.9855
2239.4111,0.0021,2882.0,637.4973
2281.5667,0.0035,2835.0,615.5673
2176.8,0.0095,2820.0,616.0318
2201.0667,0.0018,2858.0,626.3536
2239.4111,0.002,2879.0,629.0191
2201.0667,-0.0007,2819.0,615.7155
2187.9889,-0.007,2861.0,621.7055
2239.4111,0.0067,2820.0,621.2727
2167.6888,-0.0076,2873.0,638.4664
2218.8111,-0.0051,2820.0,625.7445
2239.4111,0.0091,2882.0,636.0982
2306.1,-0.0026,2823.0,620.6609
2218.8111,0.0123,2882.0,629.1009
2236.1111,-0.005,2892.0,622.7364
2201.0667,-0.0001,2858.0,622.9045
2201.0667,-0.0034,2854.0,625.0464
2201.0667,-0.0047,2878.0,629.9736
2195.1,-0.0122,2881.0,629.3009
2195.1,-0.0153,2881.0,632.8809
2207.1,-0.0044,2880.0,618.2773
2184.4222,-0.011,2881.0,627.1009
2199.3,0.015,2882.0,632.5291
2201.0667,0.005,2877.0,622.44
2207.1,-0.014,2880.0,622.0773
2201.0667,0.0037,2824.0,622.5364
2168.5111,0.0031,2888.0,629.8845
2207.1,-0.0012,2880.0,623.7782
2204.6667,0.0017,2813.0,627.2182
2182.5555,0.0033,2879.0,633.9655
2195.1,-0.0138,2822.0,628.3445
2195.1,-0.0213,2879.0,633.0791
2207.1,0.0118,2872.0,632.3918
2201.2889,-0.0068,2918.0,624.4391
2207.1,-0.0058,2876.0,633.7455
2204.2889,0.008,2820.0,616.7918
2204.6667,0.0078,2883.0,632.2791
2182.4111,0.004,2828.0,623.9082
2182.4111,0.015,2882.0,626.1691
2204.6667,-0.0089,2883.0,631.7491
2204.6667,-0.0194,2883.0,632.2509
2204.2889,-0.0042,2822.0,628.1964
2177.4333,0.0135,2852.0,622.6445
2191.5,-0.0023,2864.0,629.2445
2191.5,0.0067,2918.0,626.6827
2181.1889,0.0043,2888.0,619.7964
2192.7556,0.0082,2820.0,623.1018
2195.4444,0.0017,2864.0,633.5282
2181.1889,-0.0066,2884.0,628.9727
2182.5555,-0.004,2828.0,614.08
2192.7556,0.0046,2885.0,632.7255
2187.9889,0.0085,2861.0,624.0
2217.4111,0.003,2849.0,632.67
2201.2889,0.0017,2918.0,634.9736
2204.6667,0.008,2813.0,629.7482
2190.7666,-0.0128,2803.0,613.2673
2177.4333,0.0056,2852.0,619.4945
2187.3444,0.0007,2879.0,628.9136
2204.2889,0.0027,2883.0,628.6264
2177.4333,0.0086,2915.0,621.1582
2192.7556,-0.0025,2879.0,632.8973
2192.7889,-0.0031,2822.0,629.6727
2177.4333,0.0048,2820.0,613.5445
2191.3556,0.0046,2815.0,618.9773
2191.3556,-0.0056,2876.0,631.1664
2208.5889,0.0035,2831.0,629.4291
2192.7889,-0.0068,2843.0,625.9382
2190.7666,-0.012,2884.0,621.9691
2205.5,0.0032,2876.0,631.9391
2190.7666,0.0021,2883.0,631.9936
2264.7,-0.0063,2874.0,634.87
2192.7889,0.0006,2871.0,630.4273
2192.7889,-0.0065,2883.0,627.23
2179.7333,0.0044,2884.0,628.86
2223.5333,-0.0049,2876.0,631.0609
2196.1111,-0.0055,2846.0,613.7882
2223.5333,0.0028,2852.0,615.53
2190.7666,-0.0074,2876.0,631.1782
2204.6667,0.0035,2820.0,620.3473
2187.3444,0.0364,2918.0,630.4873
2223.5333,-0.017,2918.0,623.85
2192.7889,-0.0012,2883.0,632.3645
2191.3556,0.0097,2803.0,623.6127
2190.7666,0.0085,2874.0,636.8
2179.7333,0.0046,2915.0,622.2318
2217.4111,-0.006,2805.0,631.3536
2177.0333,-0.0077,2820.0,617.4818
2192.7889,-0.0109,2803.0,621.7491
2167.4222,0.0043,2879.0,633.6291
2184.9889,-0.0026,2879.0,634.6945
2155.8556,0.0016,2879.0,632.1718
2192.7889,0.0051,2805.0,632.7446
2191.3556,-0.0019,2884.0,628.4473
2192.7889,-0.0075,2843.0,628.1718
2223.5333,0.0078,2874.0,638.4136
2187.3444,-0.0056,2811.0,620.01
2190.7666,0.0,2889.0,618.04
2216.8111,-0.0169,2884.0,630.0127
2210.3556,0.0038,2910.0,614.7836
2210.3556,0.0037,2876.0,620.88
2210.3556,0.0031,2910.0,614.1336
2212.8445,0.0135,2821.0,627.4054
2212.8445,0.0139,2804.0,612.6909
2167.4222,-0.0024,2820.0,623.2209
2212.6334,0.0142,2821.0,632.7573
2195.4444,-0.0005,2821.0,621.6791
2195.4444,0.0039,2915.0,625.0282
2192.7556,-0.0048,2889.0,618.22
2195.1,-0.0029,2803.0,611.8573
2210.3556,0.0018,2910.0,618.2018
2182.5555,0.0003,2855.0,616.4936
2181.1889,-0.0016,2871.0,628.8845
2179.7333,-0.0033,2820.0,620.1464
2177.4333,0.0096,2855.0,622.6355
2217.4111,0.0023,2843.0,625.6173
2217.4111,-0.0063,2874.0,630.3955
2204.2889,0.0017,2885.0,631.3109
2212.6334,0.0127,2821.0,630.3291
2179.7333,-0.0057,2864.0,627.11
2198.5667,-0.0093,2829.0,622.1318
2206.3,0.0004,2804.0,617.38
2177.0333,0.0032,2883.0,632.1418
2195.4444,0.0004,2874.0,633.1973
